id,time,brightness
0,0.0,0.10475736468045671
0,0.30060120240480964,0.10493217891890859
0,0.6012024048096193,0.10511106084495175
0,0.9018036072144289,0.10529410358979598
0,1.2024048096192386,0.10548140233210894
0,1.5030060120240483,0.10567305433825248
0,1.8036072144288577,0.105869159003033
0,2.1042084168336674,0.10606981789095465
0,2.404809619238477,0.10627513477796337
0,2.705410821643287,0.10648521569366692
0,3.0060120240480965,0.10670016896401599
0,3.3066132264529062,0.10692010525442831
0,3.6072144288577155,0.10714513761333672
0,3.907815631262525,0.10737538151613987
0,4.208416833667335,0.10761095490953201
0,4.509018036072145,0.10785197825618638
0,4.809619238476954,0.10809857457976411
0,5.110220440881764,0.1083508695102182
0,5.410821643286574,0.10860899132935958
0,5.711422845691383,0.10887307101664905
0,6.012024048096193,0.10914324229517662
0,6.312625250501003,0.10941964167778619
0,6.6132264529058125,0.10970240851330013
0,6.913827655310622,0.10999168503279551
0,7.214428857715431,0.11028761639587924
0,7.515030060120241,0.11059035073690626
0,7.81563126252505,0.11090003921108042
0,8.11623246492986,0.11121683604037368
0,8.41683366733467,0.11154089855919457
0,8.71743486973948,0.1118723872597324
0,9.01803607214429,0.11221146583689874
0,9.318637274549099,0.11255830123278189
0,9.619238476953909,0.11291306368052594
0,9.919839679358718,0.1132759267475386
0,10.220440881763528,0.11364706737792772
0,10.521042084168338,0.11402666593405858
0,10.821643286573147,0.1144149062371188
0,11.122244488977957,0.11481197560656978
0,11.422845691382767,0.11521806489835738
0,11.723446893787576,0.11563336854174591
0,12.024048096192386,0.11605808457463307
0,12.324649298597196,0.11649241467719385
0,12.625250501002006,0.11693656420369411
0,12.925851703406815,0.11739074221230504
0,13.226452905811625,0.11785516149274047
0,13.527054108216435,0.11833003859152974
0,13.827655310621244,0.1188155938347287
0,14.128256513026054,0.11931205134786099
0,14.428857715430862,0.11981963907287112
0,14.729458917835672,0.12033858878185974
0,15.030060120240481,0.12086913608736008
0,15.330661322645291,0.12141152044890229
0,15.6312625250501,0.12196598517560087
0,15.93186372745491,0.12253277742448675
0,16.23246492985972,0.12311214819429338
0,16.53306613226453,0.12370435231439235
0,16.83366733466934,0.12430964842856027
0,17.13426853707415,0.12492829897324487
0,17.43486973947896,0.1255605701499833
0,17.73547094188377,0.1262067318916112
0,18.03607214428858,0.12686705782188565
0,18.336673346693388,0.12754182520813076
0,18.637274549098198,0.12823131490649708
0,18.937875751503007,0.1289358112994125
